sp_notation,determinand,n_observations
SW-50331270,0085,23
SW-50331270,0092,1
SW-50331270,0111,23
SW-50331270,0116,1
SW-50331270,0135,23
SW-50331270,0172,2
SW-50331270,0180,1
SW-50331270,1183,22
SW-50331270,3267,22
SW-50331270,4883,1
SW-50331270,6515,3
SW-50331270,7434,1
SW-50410119,0061,227
SW-50410119,0085,310
SW-50410119,0092,3
SW-50410119,0111,312
SW-50410119,0135,313
SW-50410119,0172,3
SW-50410119,1183,97
SW-50410119,3267,98
SW-50410119,4838,1
SW-50410119,4883,1
SW-50410119,6515,12
SW-50410119,7668,5
SW-50410150,0061,1
SW-50410150,0085,234
SW-50410150,0092,2
SW-50410150,0111,235
SW-50410150,0135,235
SW-50410150,0172,2
SW-50410150,0348,18
SW-50410150,1181,1
SW-50410150,1183,95
SW-50410150,3267,94
SW-50410150,4883,1
SW-50410150,6051,16
SW-50410150,6057,16
SW-50410150,6515,12
SW-50410150,7668,24
SW-50410164,0052,24
SW-50410164,0061,284
SW-50410164,0062,3
SW-50410164,0076,269
SW-50410164,0077,141
SW-50410164,0085,116
SW-50410164,0106,24
SW-50410164,0111,267
SW-50410164,0116,226
SW-50410164,0117,226
SW-50410164,0118,267
SW-50410164,0119,267
SW-50410164,0135,241
SW-50410164,0158,58
SW-50410164,0162,219
SW-50410164,0163,4
SW-50410164,0164,4
SW-50410164,0180,252
SW-50410164,0211,59
SW-50410164,0237,58
SW-50410164,0239,13
SW-50410164,0241,58
SW-50410164,0301,67
SW-50410164,0664,132
SW-50410164,1183,102
SW-50410164,3021,36
SW-50410164,3023,36
SW-50410164,3267,102
SW-50410164,3377,6
SW-50410164,3408,24
SW-50410164,3409,24
SW-50410164,3410,24
SW-50410164,3683,79
SW-50410164,3878,6
SW-50410164,4820,6
SW-50410164,4821,6
SW-50410164,4822,6
SW-50410164,6396,64
SW-50410164,6450,191
SW-50410164,6455,167
SW-50410164,6458,13
SW-50410164,6460,13
SW-50410164,6515,6
SW-50410164,6841,132
SW-50410164,7887,64
SW-50410164,9901,268
SW-50410164,9924,268
SW-50419999,0050,1
SW-50419999,0061,6
SW-50419999,0062,4
SW-50419999,0076,4
SW-50419999,0077,2
SW-50419999,0085,9
SW-50419999,0092,4
SW-50419999,0108,1
SW-50419999,0111,9
SW-50419999,0116,5
SW-50419999,0117,4
SW-50419999,0118,4
SW-50419999,0135,10
SW-50419999,0172,13
SW-50419999,0180,5
SW-50419999,0664,4
SW-50419999,0666,2
SW-50419999,1183,4
SW-50419999,3047,2
SW-50419999,3069,2
SW-50419999,3077,2
SW-50419999,3095,2
SW-50419999,3164,1
SW-50419999,3267,4
SW-50419999,3372,6
SW-50419999,4147,4
SW-50419999,6046,1
SW-50419999,6051,1
SW-50419999,6452,1
SW-50419999,6455,1
SW-50419999,6462,1
SW-50419999,7434,14
SW-50419999,9901,4
SW-5041GW03,0050,54
SW-5041GW03,0052,22
SW-5041GW03,0061,56
SW-5041GW03,0062,12
SW-5041GW03,0073,14
SW-5041GW03,0076,80
SW-5041GW03,0077,64
SW-5041GW03,0099,12
SW-5041GW03,0103,7
SW-5041GW03,0105,11
SW-5041GW03,0106,22
SW-5041GW03,0108,54
SW-5041GW03,0111,80
SW-5041GW03,0116,80
SW-5041GW03,0117,80
SW-5041GW03,0118,80
SW-5041GW03,0158,58
SW-5041GW03,0162,80
SW-5041GW03,0167,5
SW-5041GW03,0171,35
SW-5041GW03,0172,80
SW-5041GW03,0175,18
SW-5041GW03,0177,56
SW-5041GW03,0179,20
SW-5041GW03,0180,76
SW-5041GW03,0182,58
SW-5041GW03,0183,54
SW-5041GW03,0192,4
SW-5041GW03,0205,22
SW-5041GW03,0207,54
SW-5041GW03,0209,22
SW-5041GW03,0211,54
SW-5041GW03,0235,22
SW-5041GW03,0237,54
SW-5041GW03,0239,22
SW-5041GW03,0241,54
SW-5041GW03,0301,50
SW-5041GW03,0483,14
SW-5041GW03,0487,14
SW-5041GW03,0491,14
SW-5041GW03,0495,14
SW-5041GW03,0499,14
SW-5041GW03,0503,14
SW-5041GW03,0507,14
SW-5041GW03,0511,14
SW-5041GW03,0527,14
SW-5041GW03,0535,14
SW-5041GW03,0539,14
SW-5041GW03,0543,14
SW-5041GW03,0547,8
SW-5041GW03,0551,14
SW-5041GW03,0555,14
SW-5041GW03,0559,14
SW-5041GW03,0562,14
SW-5041GW03,0569,14
SW-5041GW03,0570,14
SW-5041GW03,0573,14
SW-5041GW03,0576,14
SW-5041GW03,0577,14
SW-5041GW03,0578,14
SW-5041GW03,0579,14
SW-5041GW03,0581,14
SW-5041GW03,0723,14
SW-5041GW03,1049,8
SW-5041GW03,1118,14
SW-5041GW03,1119,14
SW-5041GW03,1120,4
SW-5041GW03,1183,1
SW-5041GW03,1200,3
SW-5041GW03,2953,1
SW-5041GW03,2957,1
SW-5041GW03,2959,1
SW-5041GW03,2960,1
SW-5041GW03,2961,1
SW-5041GW03,2963,1
SW-5041GW03,2964,1
SW-5041GW03,2965,1
SW-5041GW03,2967,1
SW-5041GW03,2968,1
SW-5041GW03,2969,1
SW-5041GW03,2970,1
SW-5041GW03,2972,1
SW-5041GW03,2973,1
SW-5041GW03,2975,1
SW-5041GW03,2977,1
SW-5041GW03,2978,1
SW-5041GW03,2981,1
SW-5041GW03,2982,1
SW-5041GW03,2983,1
SW-5041GW03,2984,1
SW-5041GW03,2987,1
SW-5041GW03,2988,1
SW-5041GW03,2989,1
SW-5041GW03,2990,1
SW-5041GW03,2991,1
SW-5041GW03,2993,1
SW-5041GW03,2995,1
SW-5041GW03,3001,14
SW-5041GW03,3002,14
SW-5041GW03,3004,13
SW-5041GW03,3009,14
SW-5041GW03,3086,11
SW-5041GW03,3113,10
SW-5041GW03,3117,19
SW-5041GW03,3118,19
SW-5041GW03,3119,13
SW-5041GW03,3130,13
SW-5041GW03,3164,54
SW-5041GW03,3169,70
SW-5041GW03,3170,4
SW-5041GW03,3267,15
SW-5041GW03,3268,8
SW-5041GW03,3269,8
SW-5041GW03,3272,8
SW-5041GW03,3282,8
SW-5041GW03,3283,8
SW-5041GW03,3290,3
SW-5041GW03,3292,8
SW-5041GW03,3328,8
SW-5041GW03,3334,8
SW-5041GW03,3341,7
SW-5041GW03,3373,8
SW-5041GW03,3377,4
SW-5041GW03,3386,14
SW-5041GW03,3399,19
SW-5041GW03,3400,19
SW-5041GW03,3408,22
SW-5041GW03,3409,22
SW-5041GW03,3410,22
SW-5041GW03,3475,16
SW-5041GW03,3545,15
SW-5041GW03,3546,15
SW-5041GW03,3547,7
SW-5041GW03,3548,15
SW-5041GW03,3549,15
SW-5041GW03,3550,15
SW-5041GW03,3551,15
SW-5041GW03,3552,14
SW-5041GW03,3555,15
SW-5041GW03,3781,8
SW-5041GW03,3784,8
SW-5041GW03,3790,15
SW-5041GW03,3791,15
SW-5041GW03,3792,15
SW-5041GW03,3811,18
SW-5041GW03,3878,4
SW-5041GW03,3925,19
SW-5041GW03,4064,15
SW-5041GW03,4065,15
SW-5041GW03,4084,1
SW-5041GW03,4117,8
SW-5041GW03,4201,22
SW-5041GW03,4820,4
SW-5041GW03,4821,4
SW-5041GW03,4822,4
SW-5041GW03,4994,11
SW-5041GW03,5042,7
SW-5041GW03,5046,2
SW-5041GW03,5047,7
SW-5041GW03,5050,7
SW-5041GW03,5446,5
SW-5041GW03,5563,14
SW-5041GW03,5862,6
SW-5041GW03,5883,9
SW-5041GW03,5884,9
SW-5041GW03,6030,42
SW-5041GW03,6037,22
SW-5041GW03,6038,10
SW-5041GW03,6040,33
SW-5041GW03,6045,7
SW-5041GW03,6046,15
SW-5041GW03,6047,7
SW-5041GW03,6049,11
SW-5041GW03,6050,54
SW-5041GW03,6051,54
SW-5041GW03,6052,10
SW-5041GW03,6054,42
SW-5041GW03,6057,50
SW-5041GW03,6058,41
SW-5041GW03,6059,54
SW-5041GW03,6060,31
SW-5041GW03,6061,42
SW-5041GW03,6062,50
SW-5041GW03,6063,54
SW-5041GW03,6064,44
SW-5041GW03,6373,29
SW-5041GW03,6447,14
SW-5041GW03,6448,14
SW-5041GW03,6449,15
SW-5041GW03,6450,22
SW-5041GW03,6452,54
SW-5041GW03,6453,10
SW-5041GW03,6455,54
SW-5041GW03,6458,28
SW-5041GW03,6460,32
SW-5041GW03,6462,54
SW-5041GW03,6473,29
SW-5041GW03,6487,13
SW-5041GW03,6534,7
SW-5041GW03,6538,8
SW-5041GW03,6539,8
SW-5041GW03,6615,12
SW-5041GW03,6620,14
SW-5041GW03,6628,13
SW-5041GW03,6635,14
SW-5041GW03,6640,14
SW-5041GW03,6648,14
SW-5041GW03,6649,13
SW-5041GW03,6656,8
SW-5041GW03,6671,7
SW-5041GW03,6672,7
SW-5041GW03,6673,7
SW-5041GW03,6693,22
SW-5041GW03,6699,10
SW-5041GW03,6715,3
SW-5041GW03,6716,8
SW-5041GW03,6760,19
SW-5041GW03,6776,14
SW-5041GW03,6830,10
SW-5041GW03,6955,13
SW-5041GW03,6971,13
SW-5041GW03,6972,12
SW-5041GW03,6976,14
SW-5041GW03,6980,13
SW-5041GW03,6987,13
SW-5041GW03,7016,31
SW-5041GW03,7025,7
SW-5041GW03,7044,38
SW-5041GW03,7053,19
SW-5041GW03,7071,11
SW-5041GW03,7135,9
SW-5041GW03,7136,10
SW-5041GW03,7137,10
SW-5041GW03,7154,14
SW-5041GW03,7159,13
SW-5041GW03,7181,14
SW-5041GW03,7299,1
SW-5041GW03,7531,8
SW-5041GW03,7562,4
SW-5041GW03,7668,3
SW-5041GW03,7726,15
SW-5041GW03,7859,16
SW-5041GW03,8804,14
SW-5041GW03,8806,13
SW-5041GW03,8807,13
SW-5041GW03,8864,14
SW-5041GW03,8865,14
SW-5041GW03,8887,1
SW-5041GW03,8888,1
SW-5041GW03,8889,1
SW-5041GW03,8890,1
SW-5041GW03,8891,1
SW-5041GW03,8892,1
SW-5041GW03,8893,1
SW-5041GW03,8894,1
SW-5041GW03,8896,4
SW-5041GW03,8942,6
SW-5041GW03,8995,14
SW-5041GW03,8997,14
SW-5041GW03,8998,14
SW-5041GW03,8999,11
SW-5041GW03,9000,14
SW-5041GW03,9002,14
SW-5041GW03,9050,14
SW-5041GW03,9051,14
SW-5041GW03,9052,14
SW-5041GW03,9068,15
SW-5041GW03,9073,19
SW-5041GW03,9197,14
SW-5041GW03,9247,3
SW-5041GW03,9258,14
SW-5041GW03,9338,14
SW-5041GW03,9339,17
SW-5041GW03,9341,14
SW-5041GW03,9342,13
SW-5041GW03,9343,13
SW-5041GW03,9344,12
SW-5041GW03,9345,17
SW-5041GW03,9348,19
SW-5041GW03,9350,14
SW-5041GW03,9446,22
SW-5041GW03,9447,22
SW-5041GW03,9472,4
SW-5041GW03,9474,13
SW-5041GW03,9477,14
SW-5041GW03,9479,14
SW-5041GW03,9494,14
SW-5041GW03,9519,14
SW-5041GW03,9573,20
SW-5041GW03,9584,40
SW-5041GW03,9586,13
SW-5041GW03,9606,14
SW-5041GW03,9634,14
SW-5041GW03,9669,1
SW-5041GW03,9696,42
SW-5041GW03,9715,14
SW-5041GW03,9716,14
SW-5041GW03,9756,17
SW-5041GW03,9768,14
SW-5041GW03,9769,14
SW-5041GW03,9770,14
SW-5041GW03,9771,14
SW-5041GW03,9772,14
SW-5041GW03,9773,14
SW-5041GW03,9774,13
SW-5041GW03,9811,8
SW-5041GW03,9836,8
SW-5041GW03,9839,8
SW-5041GW03,9844,8
SW-5041GW03,9845,8
SW-5041GW03,9851,14
SW-5041GW03,9860,14
SW-5041GW03,9861,16
SW-5041GW03,9862,8
SW-5041GW03,9863,13
SW-5041GW03,9883,14
SW-5041GW03,9885,10
SW-5041GW03,9888,8
SW-5041GW03,9892,10
SW-5041GW03,9901,80
SW-5041GW03,9911,14
SW-5041GW03,9924,79
SW-5041GW03,9959,14
SW-5041GW03,9978,14
SW-5041GW03,9979,14
SW-5041GW03,9989,14
SW-5041GW03,9990,14
SW-50429999,0085,2
SW-50429999,0092,5
SW-50429999,0111,9
SW-50429999,0116,9
SW-50429999,0118,3
SW-50429999,0135,6
SW-50429999,0172,9
SW-50429999,0180,9
SW-50429999,6396,3
SW-50429999,7434,7
SW-50430109,0061,160
SW-50430109,0076,124
SW-50430109,0077,67
SW-50430109,0085,57
SW-50430109,0111,124
SW-50430109,0116,124
SW-50430109,0117,124
SW-50430109,0118,124
SW-50430109,0119,124
SW-50430109,0135,9
SW-50430109,0158,63
SW-50430109,0162,87
SW-50430109,0180,146
SW-50430109,0192,6
SW-50430109,0211,52
SW-50430109,0237,63
SW-50430109,0241,63
SW-50430109,0301,43
SW-50430109,0535,40
SW-50430109,1183,57
SW-50430109,3267,57
SW-50430109,3408,41
SW-50430109,3683,52
SW-50430109,6450,57
SW-50430109,6455,121
SW-50430109,9901,123
SW-50430109,9924,123
SW-50430126,0050,1
SW-50430126,0061,55
SW-50430126,0108,1
SW-50430126,0135,54
SW-50430126,0180,31
SW-50430126,0535,6
SW-50430126,0911,1
SW-50430126,1183,5
SW-50430126,3164,1
SW-50430126,3267,5
SW-50430126,6050,1
SW-50430126,6057,1
SW-50430126,6452,1
SW-50430126,6455,54
SW-50430126,6462,1
SW-50430126,7668,138
SW-50430127,0050,16
SW-50430127,0061,253
SW-50430127,0108,16
SW-50430127,0135,249
SW-50430127,0180,62
SW-50430127,0535,100
SW-50430127,0911,20
SW-50430127,1183,99
SW-50430127,3164,16
SW-50430127,3267,91
SW-50430127,3527,1
SW-50430127,6050,16
SW-50430127,6057,16
SW-50430127,6452,16
SW-50430127,6455,253
SW-50430127,6462,16
SW-50430127,6515,7
SW-50430127,7668,22
SW-50430144,0061,184
SW-50430144,0062,2
SW-50430144,0076,185
SW-50430144,0077,90
SW-50430144,0085,92
SW-50430144,0111,185
SW-50430144,0116,172
SW-50430144,0117,172
SW-50430144,0118,184
SW-50430144,0119,184
SW-50430144,0135,164
SW-50430144,0158,44
SW-50430144,0162,165
SW-50430144,0163,5
SW-50430144,0164,5
SW-50430144,0180,172
SW-50430144,0211,59
SW-50430144,0237,44
SW-50430144,0241,44
SW-50430144,0301,55
SW-50430144,0348,13
SW-50430144,0664,132
SW-50430144,1181,1
SW-50430144,1183,98
SW-50430144,3021,33
SW-50430144,3023,32
SW-50430144,3267,99
SW-50430144,3683,76
SW-50430144,6450,164
SW-50430144,6455,164
SW-50430144,6515,7
SW-50430144,6841,132
SW-50430144,9856,12
SW-50430144,9901,184
SW-50430144,9924,184
SW-50439999,0061,6
SW-50439999,0062,2
SW-50439999,0076,5
SW-50439999,0085,16
SW-50439999,0092,4
SW-50439999,0111,16
SW-50439999,0116,14
SW-50439999,0117,8
SW-50439999,0118,10
SW-50439999,0119,4
SW-50439999,0135,14
SW-50439999,0172,16
SW-50439999,0180,14
SW-50439999,2331,3
SW-50439999,2551,3
SW-50439999,3028,3
SW-50439999,3458,3
SW-50439999,3461,3
SW-50439999,6396,5
SW-50439999,6423,3
SW-50439999,6515,3
SW-50439999,7434,11
SW-50439999,7612,6
SW-50439999,8430,6
SW-50439999,8473,3
SW-50439999,8474,3
SW-50439999,8475,3
SW-50439999,8477,3
SW-50439999,8479,3
SW-50439999,8981,3
SW-50439999,8983,3
SW-50439999,8984,3
SW-50439999,9901,5
SW-50439999,9924,4
SW-50439999,9933,3
SW-5043GW06,0050,23
SW-5043GW06,0052,12
SW-5043GW06,0061,19
SW-5043GW06,0062,3
SW-5043GW06,0076,30
SW-5043GW06,0077,27
SW-5043GW06,0099,1
SW-5043GW06,0103,7
SW-5043GW06,0105,6
SW-5043GW06,0106,12
SW-5043GW06,0108,23
SW-5043GW06,0111,29
SW-5043GW06,0116,29
SW-5043GW06,0117,29
SW-5043GW06,0118,29
SW-5043GW06,0158,24
SW-5043GW06,0162,29
SW-5043GW06,0167,2
SW-5043GW06,0171,16
SW-5043GW06,0172,29
SW-5043GW06,0175,13
SW-5043GW06,0177,23
SW-5043GW06,0179,12
SW-5043GW06,0180,29
SW-5043GW06,0182,24
SW-5043GW06,0183,23
SW-5043GW06,0205,12
SW-5043GW06,0207,23
SW-5043GW06,0209,12
SW-5043GW06,0211,23
SW-5043GW06,0235,12
SW-5043GW06,0237,23
SW-5043GW06,0239,12
SW-5043GW06,0241,23
SW-5043GW06,0301,23
SW-5043GW06,0503,7
SW-5043GW06,0507,7
SW-5043GW06,0535,7
SW-5043GW06,0543,7
SW-5043GW06,0547,4
SW-5043GW06,0723,7
SW-5043GW06,1049,7
SW-5043GW06,1118,7
SW-5043GW06,1119,7
SW-5043GW06,1200,3
SW-5043GW06,2841,1
SW-5043GW06,2879,1
SW-5043GW06,2880,1
SW-5043GW06,2882,1
SW-5043GW06,2883,1
SW-5043GW06,2884,1
SW-5043GW06,2886,1
SW-5043GW06,2887,1
SW-5043GW06,2888,1
SW-5043GW06,2921,2
SW-5043GW06,2922,2
SW-5043GW06,2923,2
SW-5043GW06,2924,2
SW-5043GW06,2925,2
SW-5043GW06,2926,2
SW-5043GW06,2942,2
SW-5043GW06,2943,2
SW-5043GW06,2944,2
SW-5043GW06,2953,3
SW-5043GW06,2955,2
SW-5043GW06,2956,1
SW-5043GW06,2957,3
SW-5043GW06,2958,1
SW-5043GW06,2959,3
SW-5043GW06,2960,2
SW-5043GW06,2961,3
SW-5043GW06,2962,3
SW-5043GW06,2963,3
SW-5043GW06,2964,3
SW-5043GW06,2965,2
SW-5043GW06,2966,1
SW-5043GW06,2967,3
SW-5043GW06,2968,3
SW-5043GW06,2969,3
SW-5043GW06,2970,3
SW-5043GW06,2972,3
SW-5043GW06,2973,3
SW-5043GW06,2975,3
SW-5043GW06,2977,3
SW-5043GW06,2980,2
SW-5043GW06,2981,3
SW-5043GW06,2982,3
SW-5043GW06,2983,3
SW-5043GW06,2984,3
SW-5043GW06,2985,1
SW-5043GW06,2986,1
SW-5043GW06,2987,3
SW-5043GW06,2988,3
SW-5043GW06,2989,3
SW-5043GW06,2990,3
SW-5043GW06,2991,3
SW-5043GW06,2993,3
SW-5043GW06,2994,1
SW-5043GW06,2995,3
SW-5043GW06,3001,7
SW-5043GW06,3002,7
SW-5043GW06,3004,6
SW-5043GW06,3009,7
SW-5043GW06,3086,5
SW-5043GW06,3117,8
SW-5043GW06,3118,8
SW-5043GW06,3130,5
SW-5043GW06,3164,23
SW-5043GW06,3169,27
SW-5043GW06,3267,6
SW-5043GW06,3268,7
SW-5043GW06,3269,7
SW-5043GW06,3272,7
SW-5043GW06,3282,7
SW-5043GW06,3283,7
SW-5043GW06,3290,3
SW-5043GW06,3292,7
SW-5043GW06,3328,7
SW-5043GW06,3334,7
SW-5043GW06,3341,1
SW-5043GW06,3373,7
SW-5043GW06,3377,2
SW-5043GW06,3386,9
SW-5043GW06,3399,8
SW-5043GW06,3400,8
SW-5043GW06,3408,12
SW-5043GW06,3409,12
SW-5043GW06,3410,12
SW-5043GW06,3475,6
SW-5043GW06,3545,8
SW-5043GW06,3546,8
SW-5043GW06,3547,1
SW-5043GW06,3548,8
SW-5043GW06,3549,8
SW-5043GW06,3550,8
SW-5043GW06,3551,8
SW-5043GW06,3552,7
SW-5043GW06,3555,8
SW-5043GW06,3781,7
SW-5043GW06,3784,7
SW-5043GW06,3790,8
SW-5043GW06,3791,8
SW-5043GW06,3792,8
SW-5043GW06,3811,8
SW-5043GW06,3878,2
SW-5043GW06,3925,8
SW-5043GW06,4064,8
SW-5043GW06,4065,8
SW-5043GW06,4084,1
SW-5043GW06,4117,7
SW-5043GW06,4201,12
SW-5043GW06,4820,2
SW-5043GW06,4821,2
SW-5043GW06,4822,2
SW-5043GW06,4994,10
SW-5043GW06,5042,1
SW-5043GW06,5046,1
SW-5043GW06,5047,1
SW-5043GW06,5050,1
SW-5043GW06,5563,7
SW-5043GW06,5883,4
SW-5043GW06,5884,4
SW-5043GW06,6030,15
SW-5043GW06,6037,12
SW-5043GW06,6038,4
SW-5043GW06,6040,13
SW-5043GW06,6045,7
SW-5043GW06,6046,6
SW-5043GW06,6047,7
SW-5043GW06,6049,6
SW-5043GW06,6050,23
SW-5043GW06,6051,23
SW-5043GW06,6052,4
SW-5043GW06,6054,15
SW-5043GW06,6057,23
SW-5043GW06,6058,15
SW-5043GW06,6059,23
SW-5043GW06,6060,12
SW-5043GW06,6061,15
SW-5043GW06,6062,23
SW-5043GW06,6063,23
SW-5043GW06,6064,22
SW-5043GW06,6373,11
SW-5043GW06,6447,7
SW-5043GW06,6448,7
SW-5043GW06,6449,7
SW-5043GW06,6450,12
SW-5043GW06,6452,23
SW-5043GW06,6453,4
SW-5043GW06,6455,23
SW-5043GW06,6458,14
SW-5043GW06,6460,14
SW-5043GW06,6462,23
SW-5043GW06,6473,11
SW-5043GW06,6487,7
SW-5043GW06,6534,7
SW-5043GW06,6538,7
SW-5043GW06,6539,7
SW-5043GW06,6620,8
SW-5043GW06,6628,7
SW-5043GW06,6635,7
SW-5043GW06,6640,7
SW-5043GW06,6649,7
SW-5043GW06,6656,7
SW-5043GW06,6671,1
SW-5043GW06,6672,1
SW-5043GW06,6673,1
SW-5043GW06,6693,12
SW-5043GW06,6699,4
SW-5043GW06,6715,3
SW-5043GW06,6716,7
SW-5043GW06,6760,8
SW-5043GW06,6776,7
SW-5043GW06,6830,4
SW-5043GW06,6955,5
SW-5043GW06,6971,5
SW-5043GW06,6972,5
SW-5043GW06,6976,7
SW-5043GW06,6980,5
SW-5043GW06,6987,5
SW-5043GW06,7016,16
SW-5043GW06,7025,1
SW-5043GW06,7044,19
SW-5043GW06,7053,8
SW-5043GW06,7071,7
SW-5043GW06,7136,4
SW-5043GW06,7137,4
SW-5043GW06,7154,7
SW-5043GW06,7159,7
SW-5043GW06,7181,7
SW-5043GW06,7299,1
SW-5043GW06,7531,7
SW-5043GW06,7668,6
SW-5043GW06,7726,8
SW-5043GW06,7859,9
SW-5043GW06,8804,7
SW-5043GW06,8806,5
SW-5043GW06,8807,5
SW-5043GW06,8887,3
SW-5043GW06,8888,3
SW-5043GW06,8889,3
SW-5043GW06,8890,3
SW-5043GW06,8891,3
SW-5043GW06,8892,3
SW-5043GW06,8893,3
SW-5043GW06,8894,3
SW-5043GW06,8895,2
SW-5043GW06,8997,7
SW-5043GW06,8998,7
SW-5043GW06,8999,4
SW-5043GW06,9000,7
SW-5043GW06,9002,7
SW-5043GW06,9068,8
SW-5043GW06,9073,8
SW-5043GW06,9247,2
SW-5043GW06,9338,7
SW-5043GW06,9339,8
SW-5043GW06,9343,5
SW-5043GW06,9344,5
SW-5043GW06,9345,8
SW-5043GW06,9348,8
SW-5043GW06,9446,12
SW-5043GW06,9447,12
SW-5043GW06,9474,7
SW-5043GW06,9479,7
SW-5043GW06,9519,7
SW-5043GW06,9573,7
SW-5043GW06,9584,18
SW-5043GW06,9586,7
SW-5043GW06,9606,7
SW-5043GW06,9634,7
SW-5043GW06,9669,1
SW-5043GW06,9696,15
SW-5043GW06,9715,7
SW-5043GW06,9716,7
SW-5043GW06,9756,8
SW-5043GW06,9811,7
SW-5043GW06,9836,7
SW-5043GW06,9839,7
SW-5043GW06,9844,7
SW-5043GW06,9845,7
SW-5043GW06,9851,7
SW-5043GW06,9860,7
SW-5043GW06,9861,8
SW-5043GW06,9863,7
SW-5043GW06,9883,7
SW-5043GW06,9885,4
SW-5043GW06,9888,7
SW-5043GW06,9901,30
SW-5043GW06,9911,7
SW-5043GW06,9924,30
SW-5043GW06,9959,7
SW-5043GW06,9978,7
SW-5043GW06,9979,6
SW-50440001,0085,123
SW-50440001,0092,16
SW-50440001,0111,114
SW-50440001,0135,114
SW-50440001,0172,4
SW-50440001,1183,32
SW-50440001,3267,31
SW-50440001,4838,1
SW-50440001,7668,76
SW-50440119,0061,233
SW-50440119,0062,2
SW-50440119,0076,220
SW-50440119,0077,94
SW-50440119,0085,97
SW-50440119,0111,219
SW-50440119,0116,178
SW-50440119,0117,178
SW-50440119,0118,218
SW-50440119,0119,218
SW-50440119,0135,111
SW-50440119,0158,60
SW-50440119,0162,159
SW-50440119,0163,2
SW-50440119,0164,2
SW-50440119,0180,202
SW-50440119,0211,60
SW-50440119,0237,60
SW-50440119,0241,60
SW-50440119,0301,94
SW-50440119,0535,34
SW-50440119,0664,108
SW-50440119,1183,101
SW-50440119,3267,102
SW-50440119,3408,41
SW-50440119,3683,78
SW-50440119,6450,129
SW-50440119,6455,170
SW-50440119,6515,11
SW-50440119,6841,108
SW-50440119,9901,218
SW-50440119,9924,217
SW-50440122,0061,276
SW-50440122,0085,13
SW-50440122,0111,32
SW-50440122,0135,277
SW-50440122,0180,56
SW-50440122,0192,17
SW-50440122,0535,109
SW-50440122,0911,36
SW-50440122,1183,99
SW-50440122,3267,96
SW-50440122,6455,277
SW-50440122,6515,11
SW-50440122,7668,6
SW-50440126,0061,1
SW-50440126,0135,1
SW-50440126,0911,2
SW-50440126,1183,33
SW-50440126,3267,34
SW-50440126,6455,1
SW-50440126,6515,9
SW-50440129,0061,282
SW-50440129,0085,12
SW-50440129,0111,31
SW-50440129,0135,281
SW-50440129,0180,55
SW-50440129,0192,17
SW-50440129,0535,110
SW-50440129,0911,35
SW-50440129,1183,101
SW-50440129,3267,100
SW-50440129,6455,281
SW-50440129,6515,11
SW-50440129,7668,8
SW-50440130,0061,64
SW-50440130,0076,1
SW-50440130,0135,9
SW-50440130,0158,38
SW-50440130,0180,15
SW-50440130,0237,38
SW-50440130,0241,38
SW-50440130,0301,38
SW-50440130,0535,27
SW-50440130,1181,1
SW-50440130,1183,1
SW-50440130,3267,2
SW-50440130,3408,36
SW-50440130,6455,65
SW-50440130,7668,4
SW-50440130,9901,1
SW-50440146,0061,19
SW-50440146,0135,19
SW-50440146,0180,4
SW-50440146,0535,8
SW-50440146,0911,4
SW-50440146,1183,99
SW-50440146,3267,97
SW-50440146,6455,19
SW-50440146,6515,11
SW-50440146,7668,165
SW-50440149,0061,34
SW-50440149,0111,4
SW-50440149,0135,35
SW-50440149,0180,5
SW-50440149,0192,2
SW-50440149,0535,12
SW-50440149,0911,13
SW-50440149,1183,98
SW-50440149,3267,96
SW-50440149,6455,35
SW-50440149,6515,11
SW-50440149,7668,156
SW-50440153,0050,15
SW-50440153,0061,126
SW-50440153,0108,15
SW-50440153,0111,8
SW-50440153,0135,126
SW-50440153,0180,26
SW-50440153,0192,2
SW-50440153,0535,75
SW-50440153,0911,47
SW-50440153,1183,61
SW-50440153,3164,15
SW-50440153,3267,67
SW-50440153,6050,15
SW-50440153,6057,15
SW-50440153,6452,15
SW-50440153,6455,126
SW-50440153,6462,15
SW-50440153,6515,10
SW-50440153,7668,121
SW-50440158,0052,1
SW-50440158,0061,106
SW-50440158,0076,52
SW-50440158,0085,37
SW-50440158,0106,1
SW-50440158,0111,52
SW-50440158,0116,52
SW-50440158,0117,52
SW-50440158,0118,52
SW-50440158,0119,51
SW-50440158,0135,23
SW-50440158,0158,42
SW-50440158,0172,13
SW-50440158,0180,52
SW-50440158,0211,8
SW-50440158,0237,42
SW-50440158,0241,42
SW-50440158,0301,42
SW-50440158,0535,25
SW-50440158,1183,31
SW-50440158,2921,1
SW-50440158,2922,1
SW-50440158,2923,1
SW-50440158,2924,1
SW-50440158,2925,1
SW-50440158,2926,1
SW-50440158,2942,1
SW-50440158,2943,1
SW-50440158,2944,1
SW-50440158,2953,1
SW-50440158,2955,1
SW-50440158,2957,1
SW-50440158,2959,1
SW-50440158,2960,1
SW-50440158,2961,1
SW-50440158,2962,1
SW-50440158,2963,1
SW-50440158,2964,1
SW-50440158,2965,1
SW-50440158,2967,1
SW-50440158,2968,1
SW-50440158,2969,1
SW-50440158,2970,1
SW-50440158,2972,1
SW-50440158,2973,1
SW-50440158,2975,1
SW-50440158,2977,1
SW-50440158,2981,1
SW-50440158,2982,1
